,LastUpdate,Country,Category,Indicator (text in app),Cod.Category,Cod.Indicator,value,comment
35,2020-11-11 13:32:00,EST,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p><a href=""https://vm.ee/en/information-countries-and-self-isolation-requirements-passengers#EU%20+%20Schengen"" target=""_blank"" rel=""noopener"">Information on countries and restriction on freedom of movement requirements for passengers</a></p>"
36,2021-05-06 09:33:00,EST,Info,National website with COVID-related inofrmation for TRANSPORT,1,6,,"<a href=""https://www.kriis.ee/en/travelling-and-border-crossing"">Travelling and border crossing</a>"
37,2021-05-06 09:33:00,EST,Info,National website about COVID situation,1,7,,"<p><a href=""http://koroonaviirus.ee"" target=""_blank"" rel=""noopener"">Info Coronavirus</a></p>"
38,2021-05-06 09:33:00,DNK,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,WL,"<p class=""border"">Denmark adopts its own national classification of risk areas, hence travel restrictions for Denmark are not based on the common ""EU Traffic Lights"" map.</p><p>Countries and regions are <a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/categorization-of-countries"" target=""_blank"">classified into 3 categories</a> &ndash; ""yellow"", ""orange"" and ""red"". Countries and regions are classified on a weekly basis on the basis of the health situation in the country or region.</p><p>Danish nationals and foreigners who are resident, or hold a valid residence permit in Denmark, can enter regardless of their purpose. Foreigners habitually resident abroad and travelling from ""orange"" and ""red"" countries must have a worthy purpose.</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" /> From 1 May, <strong>fully vaccinated persons</strong> who are permanent residents of ""orange"" EU and Schengen countries, and who can document that they have completed a course of vaccination in an EU/Schengen country, are no longer required to present a negative test or have a worthy purpose for travelling to Denmark, and they are <strong>exempt from the testing and isolation requirements</strong> on entering Denmark. Full details on conditions and requirements are available at <a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/legal-requirements-upon-entry"" target=""_blank"" rel=""noopener"">coronasmitte.dk</a>.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>Travellers are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.</p><p>The test must be taken within <strong>48 hours prior to departure</strong>.</p><p>There are currently no speciﬁc requirements as to the type of COVID-19 test (rapid antigen and PCR are accepted).</p><p>The requirement to test before entry via sea or land borders applies to foreigners who are not resident in Denmark or not holding a Danish residence permit. The requirement to test before boarding an aircraft is applicable to everyone, including Danish citizens and foreigners residing in Denmark or holding a Danish residence permit.</p><p>Additionally, all entrants must take a second test (antigen or PCR) <strong>no later than 24 hours after entering Denmark</strong>.</p><p>Children aged 12 and under, as well as passengers flying to Denmark from Greenland and the Faroe Islands, are exempted from the testing requirement.</p><p class=""border"">Foreigners who are habitually resident in border region (Schleswig-Holstein, southern Sweden (the provinces of Blekinge and Scania) and western Sweden (the provinces of Halland and West Gothia), and who have a worthy purpose of entry, are required to present a negative COVID-19 test taken no more than 72 hours before entry. Foreigners who are habitually resident in a border region, but do not have a worthy purpose, can still enter Denmark, but they have to present a negative COVID-19 test taken no more than 24 hours before entry.</p><p class=""border"">Passengers who have been previously infected with COVID-19 are no longer perceived to be contagious. These passengers must present proof of a positive COVID-19 test result from a test performed between 14 days and 12 weeks prior to entry.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>Travellers from ""orange"" and ""red"" countries must complete a <strong>10-day mandatory quarantine</strong>. Thus, you must isolate after entry into Denmark even if you obtained a negative test result before entry and upon arrival or after entry. This applies regardless of whether the test is a rapid test (antigen test) or a PCR test, and regardless of whether you are a Danish or foreign citizen.<br />The quarantine period may be shortened by taking a PCR test no less than 4 days after arrival. If the result of this test is negative, the period of quarantine can end.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark"" target=""_blank"" rel=""noopener"">Entry into Denmark</a><br /><a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/entry-forms-and-certificates"" target=""_blank"" rel=""noopener"">Forms and certificates</a><br /><a href=""https://en.coronasmitte.dk/rules-and-regulations/entry-into-denmark/regarding-persons-travelling-to-denmark-by-air"">Travelling to Denmark by air</a></p><p>&nbsp;</p><p><strong>Contact Point for Denmark:<br /></strong>Hotline of the Danish police: +45 7020 6044</p><p>Opening hours:<br />Monday-Wednesday 08.00-16.00<br />Thursday 08.00-15.00<br />Friday 08.00-14.00</p>"
39,2020-12-16 09:01:00,DNK,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,"<p>Travellers in regions where the infection rate is above <strong>50 new infections per 100,000 inhabitants</strong> per week&nbsp;may enter Denmark for 'worthy purpose' only (not for tourism) and <strong>must present proof of a negative Covid-19 test&nbsp;taken no more than 72 hours before entry.</strong></p><p>The <strong><a href=""https://coronasmitte.dk/en/entry-into-denmark/is-my-country-open-or-banned"" target=""_blank"" rel=""noopener"">map of 'banned' countries</a></strong> is based on the current number of infected people and is updated weekly by the SSI (Statens Serum Institut).</p><p><strong>Third-country nationals</strong> who are relative of a Danish national resident in Denmark or a foreign citizen resident in Denmark <strong>have to present the proof of a negative COVID-19 test carried out no more than 72 hours before the entry</strong>. If the test is not possible within this period, a declaration must be presented. The same applies to people from outside the EU/EEA/UK entering Denmark for a job interview.</p>"
40,2020-10-23 11:40:00,DNK,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
41,2020-12-16 09:01:00,DNK,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,Travellers are advised to quarantine at home for 14 days upon their return to Denmark from a country not included in the list of open countries.
42,2021-05-06 09:33:00,DNK,Info,National website about COVID situation,1,7,,"<p><a href=""https://coronasmitte.dk/"" target=""_blank"" rel=""noopener"">Info Coronavirus</a> (in Danish)</p><p><a href=""https://coronasmitte.dk/en"" target=""_blank"" rel=""noopener"">Info Coronavirus</a> (in English)</p>"
43,2021-05-06 09:33:00,FIN,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Finland adopts <a href=""https://thl.fi/en/web/infectious-diseases-and-vaccinations/what-s-new/coronavirus-covid-19-latest-updates/travel-and-the-coronavirus-pandemic/traffic-light-model-to-help-in-the-assessment-of-risks-associated-with-foreign-travel"" target=""_blank"" rel=""noopener"">its own national classification of risk areas</a>, hence travel restrictions for Finland are not based on the common ""EU Traffic Lights"" map.</p><p>Entry restrictions for Finland are detailed on the website of <a href=""https://valtioneuvosto.fi/en/entry-restrictions"" target=""_blank"" rel=""noopener"">the Finnish Government</a>.</p><p><strong>Entry into Finland is only permitted for essential and justified reasons</strong>, such as studies or family-related reasons. Only essential travel for work is permitted from the Schengen area and across external borders (with the exception of those countries from which travel to Finland is permitted without restrictions)</p><p>Finnish citizens always have the right to return to Finland. Family members of Finnish citizens may also enter the country regardless of their nationality.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers who do not live in Finland should take a COVID-19 test less than 72 hours before arriving in Finland. A second test can be taken in Finland no earlier than 72 hours after arriving in Finland. Between the tests, self-isolation at the place of accommodation is recommended. The self-isolation period will end if the second test result is negative. If a person's test result is positive, a mandatory quarantine must be completed until full recovery.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>A <strong>14-day</strong> period of self-isolation is recommended for travellers arriving in Finland from high-incidence countries.</p><p>Travellers can shorten their self-isolation period if they take two COVID-19 tests, and the results are negative. The tests are necessary even if you have received two doses of corona vaccine.</p><p>Residents of Finland returning from high-incidence countries may shorten the 14-day period of self-isolation by taking a test at the airport or port as soon as they arrive in Finland, followed by a second test in their home municipality no earlier than 72 hours after the first test. Between the tests, self-isolation at home is recommended.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://thl.fi/en/web/infectious-diseases-and-vaccinations/what-s-new/coronavirus-covid-19-latest-updates/travel-and-the-coronavirus-pandemic/traffic-light-model-to-help-in-the-assessment-of-risks-associated-with-foreign-travel"" target=""_blank"" rel=""noopener"">Finnish Institute for Health and Welfare</a><br /><a href=""https://um.fi/current-affairs/article/-/asset_publisher/iYk2EknIlmNL/content/kysymyksi-c3-a4-ja-vastauksia-matkustamisesta-ja-koronaviruksesta"" target=""_blank"" rel=""noopener"">Q&amp;As about travel and coronavirus</a><br /><a href=""https://raja.fi/en/guidelines-for-border-traffic-during-pandemic"" target=""_blank"" rel=""noopener"">Guidelines for border traffic during pandemic (raja.fi)</a></p>"
44,2020-11-20 14:23:00,FIN,Travel,May I enter this country without a medical certificate or a negative test?,2,11,,"Starting from 23.11.2020 travellers to Finland arriving from high-incidence areas (more than 25 new Covid-19 cases per 100,000 persons during the previous 14 days) are required to show evidence of negative PCR test on arrival. Upon arrival, passengers from high-incidence areas have to stay in mandatory quaratine for 10 days. If travellers are tested upon arrival and 3 days after arrival, the mandatory quarantine can be released after receiving a negative test result."
45,2020-10-23 11:40:00,FIN,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,N,
46,2020-12-14 09:42:00,FIN,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p><a href=""https://thl.fi/en/web/infectious-diseases-and-vaccinations/what-s-new/coronavirus-covid-19-latest-updates/travel-and-the-coronavirus-pandemic#Ohjeita_Suomeen_saapuville_matkustajille_ja_ty%C3%B6ntekij%C3%B6ille"" target=""_blank"" rel=""noopener"">A 10-day period of quarantine</a> is recommended for travellers arriving in Finland from high incidence countries. Travellers can shorten their quarantine period if they take two voluntary COVID-19 tests and the results are negative.&nbsp;</p><p>You can assess the need for voluntary quarantine with the help of <a href=""https://thl.fi/en/web/infectious-diseases-and-vaccinations/what-s-new/coronavirus-covid-19-latest-updates/travel-and-the-coronavirus-pandemic#Ohjeita_Suomeen_saapuville_matkustajille_ja_ty%C3%B6ntekij%C3%B6ille"" target=""_blank"" rel=""noopener"">the traffic light model.</a> The traffic lights help in assessing the risk of coronavirus infection related to travelling abroad. The traffic lights are updated once a week.</p><p><strong>Exceptions to quarantine recommendations: </strong></p><p>If the person has a negative coronavirus test certificate that is less than 72 hours old at the time of arrival in Finland and will stay in the country for less than 72 hours, a second test and voluntary quarantine are not required.</p><p>Daily traffic across the land border between Finland, Sweden and Norway continues to be possible between border communities without quarantine or testing. Local border communities are areas on both sides of the border where people naturally cross the national border on a daily or weekly basis as part of their daily life. As a rule, this traffic consists of normal shopping trips and use of other services.</p><p>From Sweden and Estonia, it is possible to come to Finland for work and correspondingly, it is possible to go to work in Sweden and Estonia from Finland without a voluntary 10-day quarantine or tests.&nbsp;The commuting must be regular and take place at least on a weekly basis.</p><p>Personnel groups that are necessary for the security of supply do not need to stay in voluntary quarantine. The Border Guard decides on the admission of these persons into the country.&nbsp;</p><p><strong>Testing:&nbsp;</strong></p><p>There are health information points at airports, harbours, and land borders where you can ask where the nearest testing place is located.</p><p>You can have a test at an airport, the health clinic of your home municipality, or a private medical clinic. If you go to a private clinic, you will have to pay for the test.</p><p>If you are not a permanent resident of Finland, get in touch with your local health centre.&nbsp;You can also take a test at a private clinic, but the test is subject to a fee.</p>"
47,2021-05-06 09:33:00,FIN,Info,National website with coronavirus related information for TOURISM,1,5,,"<a href=""https://www.visitfinland.com/"">Visit Finland</a>"
48,2021-05-06 09:33:00,FRA,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">France adopts its own national classification of risk areas, hence travel restrictions for France are not based on the common ""EU Traffic Lights"" map.</p><p>Any international travel is discouraged until further notice unless pressing reasons require it.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a <strong>pre-departure negative PCR test</strong>.<br />The test must be taken within <strong>72 hours prior to arrival</strong>.&nbsp;</p><p>Upon their arrival, passengers will also be subject to a PCR test.&nbsp;</p><p>If a test cannot be carried out in the country of departure, you can ask the French Embassy or Consulate for a specific document called ""RT-PCR test exemption"". In this case, you will be tested upon arrival and a <strong>7-day compulsory quarantine</strong> will have to be completed in an accommodation establishment validated by the public authorities, with an additional test at the end of the isolation period.</p><p>Children aged 11 and under are exempted.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>In the case of COVID-19 symptoms, travellers will have to undergo a quarantine or isolation.</p><p>&nbsp;</p><p><strong>Specific rules for the French Overseas Territories</strong></p><p>Travel to/from French Polynesia, New Caledonia or the Wallis and Futuna islands is possible only for imperative family or professional reasons.</p><p>The specific conditions for each overseas territory are available at the following websites:</p><ul><li><a href=""https://www.guadeloupe.gouv.fr/"" target=""_blank"" rel=""external noopener"">Guadalupe</a></li><li><a href=""https://www.guyane.gouv.fr/"" target=""_blank"" rel=""external noopener"">French Guyana</a></li><li><a href=""https://www.martinique.gouv.fr/"" target=""_blank"" rel=""external noopener"">Martinique</a></li><li><a href=""https://www.mayotte.gouv.fr/"" target=""_blank"" rel=""external noopener"">Mayotte</a></li><li><a href=""https://www.nouvelle-caledonie.gouv.fr/"" target=""_blank"" rel=""external noopener"">New Caledonia</a></li><li><a href=""https://www.polynesie-francaise.pref.gouv.fr/"" target=""_blank"" rel=""external noopener"">French Polynesia</a></li><li><a href=""https://www.reunion.gouv.fr/"" target=""_blank"" rel=""external noopener"">Reunion</a></li><li><a href=""http://www.saint-barth-saint-martin.gouv.fr/"" target=""_blank"" rel=""external noopener"">Saint Barts and Saint Martin (French side)</a></li><li><a href=""http://www.saint-pierre-et-miquelon.gouv.fr/"" target=""_blank"" rel=""external noopener"">Saint Pierre and Miquelon</a></li><li><a href=""https://taaf.fr/en/"" target=""_blank"" rel=""external noopener"">The French Southern and Antarctic territories</a></li><li><a href=""https://www.wallis-et-futuna.gouv.fr/"" target=""_blank"" rel=""external noopener"">Wallis and Futuna</a></li></ul><p>You will have to provide a <a href=""https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-et-de-voyage"" target=""_blank"" rel=""external noopener"">certificate of international travel</a> for travel to/from these territories.</p><p>Upon arrival in metropolitan France, you will be required to have a PCR test or, failing that, to comply with a 7-day isolation.</p><p>&nbsp;</p><p><strong>Mandatory travel documentation</strong></p><p>Travellers need to present a <a href=""https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-et-de-voyage"" target=""_blank"" rel=""noopener"">declaration</a> that they do not have COVID-19 symptoms and that they have not been in contact with a confirmed case in the 14 days before their travel. They also agree to submit to a PCR test upon arrival. This requirement does not apply to people under the age of 11.</p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://www.diplomatie.gouv.fr/en/coming-to-france/coronavirus-advice-for-foreign-nationals-in-france/"" target=""_blank"" rel=""noopener"">diplomatie.gouv.fr</a><br /><a href=""https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-et-de-voyage"" target=""_blank"" rel=""noopener"">Attestations de d&eacute;placement d&eacute;rogatoire</a><br /><a href=""https://solidarites-sante.gouv.fr/soins-et-maladies/maladies/maladies-infectieuses/coronavirus/tout-savoir-sur-la-covid-19/article/informations-a-destination-des-voyageurs"" target=""_blank"" rel=""noopener"">Information for travellers</a></p><p>&nbsp;</p><p><strong>Contact Point for France:<br /></strong>A toll-free hotline service (French only) can answer your questions about COVID-19 24 hours a day, 7 days a week: 0 800 130 000 (from abroad: +33 800 130 000, depending on your operator).</p>"
49,2020-10-21 20:15:00,FRA,Travel,May I enter this country without a medical certificate or a negative test?,2,11,WL,"<p>Travellers from EU Member States + Schengen Associated countries and from the following third-countries: Australia, Canada, Georgia, Japan, New Zealand, Rwanda, South Korea, Thailand, Tunisia, Uruguay, can enter without restrictions.</p><p>Air passengers arriving from certain countries are required to present results of a negative virology COVID-19 test (a PCR test for example), carried out less than 72 hours before the flight:<br /> -air passengers travelling from Bahrain, the United Arab Emirates, the United States, or Panama, must present a negative virology COVID-19 test upon boarding the flight.<br /> -Air passengers travelling from Algeria, Brazil, India, Israel, Kuwait, Madagascar, Oman, Peru, Qatar, Serbia, South Africa or Turkey, who do not present such a document upon arrival in France, will be directed towards a medical check point where the test will be carried out.</p><p>All the other third-country nationals are subject to quarantine, even if they are asymptomatic and a voluntary quarantine is suggested to travellers coming from the United Kingdom.</p><p>Travelling to/from French Guiana, French Polynesia, Mayotte, New Caledonia or the Wallis and Futuna islands is allowed only for proven compelling family or professional grounds. Upon arrival to metropolitan France from one of these territories, travellers will be encouraged to submit to a PCR test or, failing that, to comply with a seven-days isolation period. Furthermore, an exempted movement certificate available on the <a href=""https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-et-de-voyage"" target=""_blank"" rel=""noopener"">Ministry of Interior's website</a> has to be provided.</p><p>The following travellers may be asked to quarantine or remain in isolation upon arrival:<br /> - travellers with symptoms of COVID-19 upon arrival into France;<br />- travellers who, upon arrival, cannot show the results of a virology test carried out less than 72 hours before flying, which proves that the traveller does not have COVID-19.</p><p>For all passengers a declaration of no symptoms of Covid-19 and no contact with a confirmed case of Covid-19 within 14 days prior to the flight is required.</p><h3>Find out more:</h3><p><a href=""https://www.diplomatie.gouv.fr/en/coming-to-france/coronavirus-advice-for-foreign-nationals-in-france/"" target=""_blank"" rel=""noopener"">coronavirus advice for foreign nationals</a>.<br /><br /></p>"
50,2020-10-29 09:32:00,FRA,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,"<p>As of 30.10.2020 <strong>a new lockdown measure</strong> is in place.</p><p>A <strong>curfew</strong> is also in place in 54 departments, as well as in French Polynesia <strong>from 21:00 to 6:00</strong> and only essential movements are allowed.</p><p><strong>Find out more:</strong></p><p><a href=""https://www.gouvernement.fr/info-coronavirus/ressources-a-partager"" target=""_blank"" rel=""noopener"">Curfew: the certificates</a> (in French)</p><a href=""https://www.gouvernement.fr/info-coronavirus/couvre-feu"" target=""_blank"" rel=""noopener"">Curfew</a> (in French)</p>"
51,2020-11-11 13:32:00,FRA,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p>Travellers from <strong>EU Member States + Schengen Associated countries</strong> and from the following third-countries: <strong>Australia</strong>, <strong>Japan</strong>, <strong>New Zealand</strong>, <strong>Rwanda</strong>, <strong>Singapore</strong>,&nbsp;<strong>South Korea</strong>, <strong>Thailand</strong>&nbsp;can enter without restrictions.</p><p>Air passengers arriving from certain countries are required to present results of a negative virology COVID-19 test (a PCR test for example), carried out less than 72 hours before the flight:<br /> - air passengers travelling from <strong>Bahrain, the United Arab Emirates, the United States, </strong>or <strong>Panama</strong> and as of 11.11.2020 air passengers from <strong>Algeria, China, Democratic Republic of Congo, Ecuador, Iraq, Iran, Israel, Lebanon, Morocco, South Africa, Russia, Turkey, Ukraine and Zimbabwe</strong>, must present a negative virology COVID-19 test upon boarding the flight.<br /> - Travellers from countries <strong>others than those mentioned above&nbsp;</strong>are strongly recommended to present a negative test result upon arrival in France, carried out less than 72 hours before departure or to undergo the test upon arrival.&nbsp;</p><p>Travelling to/from<strong> Reunion, Mayotte, French Polynesia, New Caledonia or the Wallis and Futuna islands</strong>&nbsp;is allowed only for proven compelling family or professional grounds.&nbsp;Travel to&nbsp;<strong>French Polynesia</strong>&nbsp;is subjected to special rules available on <a href=""https://www.etis.pf/"" target=""_blank"" rel=""noopener"">www.etis.pf</a>.</p><p>Upon arrival to metropolitan France from one of these territories, travellers will be encouraged to submit to a PCR test or, failing that, to comply with a 7-days isolation period. Furthermore, an exempted movement certificate available on the <a href=""https://www.interieur.gouv.fr/Actualites/L-actu-du-Ministere/Attestation-de-deplacement-et-de-voyage"" target=""_blank"" rel=""noopener"">Ministry of Interior's website</a> has to be provided.</p><p>The following travellers may be asked to quarantine or remain in isolation upon arrival:</p><p>- travellers with symptoms of COVID-19 upon arrival into France;</p><p>- travellers who, upon arrival, cannot show the results of a virology test carried out less than 72 hours before flying, which proves that the traveller does not have COVID-19.</p><p>For all passengers a declaration of no symptoms of Covid-19 and no contact with a confirmed case of Covid-19 within 14 days prior to the flight is required.</p><p>All the previous requirements do not apply to children under the age of 11.</p><p><strong>Find out more:</strong></p><p><a href=""https://www.diplomatie.gouv.fr/en/coming-to-france/coronavirus-advice-for-foreign-nationals-in-france/"" target=""_blank"" rel=""noopener"">Coronavirus advice for foreign nationals</a>.</p>"
52,2021-05-06 09:33:00,FRA,Info,National website about COVID situation,1,7,,"<p><a href=""https://www.gouvernement.fr/info-coronavirus"" target=""_blank"" rel=""noopener"">Info Covid-19</a></p>"
53,2021-05-06 09:33:00,DEU,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Germany is implementing travel restrictions on the basis of the information underpinning the EU ""traffic lights"" approach, which applies to EU and EEA countries.</p><p>Risk areas are defined as 'virus variant area', 'high incidence area', or 'risk area'. The website of the&nbsp;<a class=""icon external"" href=""https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete_neu.html"" target=""_blank"" rel=""nofollow noopener"">Robert Koch Institute (RKI)</a> shows which country falls into which category.</p><p>The entry rule is based on the country from which the traveller is coming from, and not on nationality.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers by air are subject to the requirement for a <strong>pre-departure negative COVID-19 test</strong>.</p><p>The test must be taken within <strong>48 hours prior to arrival</strong>.</p><p>Accepted tests: PCR, TMA, LAMP, rapid antigen. Antibody tests are not accepted.</p><p>Children aged 5 and under are exempted.</p><ul><li>The test result has to be available as a printout or in electronic form;</li><li>The certificate needs to be personalised (including name, address, date of birth of the person tested);</li><li>It has to be available in the German, English or French language;</li><li>The proof must include the test method and the test result;</li><li>The test result needs to be validated by a physician or a recognised laboratory.</li></ul><p>Travellers from 'new variant areas' and 'high incidence' areas are subject to stricter rules. Anyone who has been in one of these areas in the 10 days before entry is obliged to provide proof of a negative test result or corresponding medical certificate, upon entry. The test performed must meet the requirements stated at <a href=""https://www.rki.de/tests"" target=""_blank"" rel=""noopener"">https://www.rki.de/tests</a>.</p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>Travellers who have stayed in a 'risk area' within 10 days before entry must complete a <strong>10-day quarantine</strong> upon arrival in Germany.</p><p>The quarantine period may be shortened by taking a second PCR test no less than 5 days after arrival. If the result of this test is negative, the period of quarantine can end.</p><p>Certain groups of people are exempt from the quarantine obligation. For more information on quarantine regulations and possible exemptions, please contact the respective federal state. Regulations of the respective federal states are available <a href=""https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-bundeslaender-1745198"" target=""_blank"" rel=""noopener"">at the following website</a>.</p><p>&nbsp;</p><p><strong>Mandatory travel documentation</strong></p><p>Travellers entering the Federal Republic of Germany, who have been in a risk area at any time within the last 10 days before entry, are obliged to <a href=""https://www.einreiseanmeldung.de/#/"" target=""_blank"" rel=""noopener"">digitally register</a>, conduct a test for the coronavirus and, depending on the regulations of the federal state, go into quarantine. If in exceptional cases, it is not possible to complete a digital entry registration, travellers must instead fill out a <a class=""rte__anchor i-pdf"" href=""https://www.bundesgesundheitsministerium.de/fileadmin/Dateien/3_Downloads/C/Coronavirus/Infoblatt/Anlage_2_Ersatzmitteilung.pdf"" target=""_blank"" rel=""noopener"">registration on paper.</a></p><p>&nbsp;</p><p><strong>Find out more: <br /></strong>More information is available at the <a href=""https://www.auswaertiges-amt.de/en/einreiseundaufenthalt/coronavirus#content_3"" target=""_blank"">Federal Foreign Office</a> website and <a href=""https://www.bundesgesundheitsministerium.de/coronavirus-infos-reisende.html#c18635"" target=""_blank"" rel=""noopener"">the Ministry of Health</a> (in German).</p>"
54,2020-10-21 20:15:00,DEU,Travel,May I enter this country without a medical certificate or a negative test?,2,11,WL,"<p><a href=""https://www.auswaertiges-amt.de/en/einreiseundaufenthalt/coronavirus#content_1"">Quarantine regulations and COVID-19 tests</a></p><p>Also see <a href=""https://www.bundesgesundheitsministerium.de/coronavirus-infos-reisende/faq-tests-entering-germany.html#c18635"" target=""_blank"" rel=""noopener"">FAQ on corona testing and quarantine</a></p><p><br />Restrictions apply to air and sea travel from outside of the European Union</p>"
55,2021-03-23 18:49:00,DEU,Health & Safety,Are there any risk areas under lockdown in this country?,4,1,,Citizens are urged to refrain from any travel within Germany and abroad. 
56,2020-12-11 19:36:00,DEU,Travel,May I enter this country without being subject to a mandatory quarantine?,2,10,,"<p><a href=""https://www.auswaertiges-amt.de/en/einreiseundaufenthalt/coronavirus#content_1"">Quarantine regulations and COVID-19 tests</a></p><p>Also see <a href=""https://www.bundesgesundheitsministerium.de/coronavirus-infos-reisende/faq-tests-entering-germany.html#c18635"" target=""_blank"" rel=""noopener"">FAQ on corona testing and quarantine</a></p>"
57,2021-05-06 09:33:00,DEU,Info,National website with coronavirus related information for TOURISM,1,5,,"<a href=""https://corona-navigator.de"">www.corona-navigator.de</a><br><a href=""https://www.germany.travel/de/trade/trade-home/trade.html"">https://www.germany.travel/de/trade/trade-home/trade.html</a><br><a href=""https://www.germany.travel/en/info/sars-cov-2.html"">https://www.germany.travel/en/info/sars-cov-2.html</a>"
58,2021-05-06 09:33:00,GRC,Travel,"From within the EU/EEA, may I enter or exit this country for tourism? ",2,2,N,"<p class=""border"">Greece adopts its own national classification of risk areas, hence travel restrictions for Greece are not based on the common ""EU Traffic Lights"" map.</p><p>Land border arrivals are allowed through the <strong>Promachonas </strong>and <strong>Nymphaio </strong>border checkpoints.&nbsp;</p><p>Arrivals by sea are prohibited. As of 23 April, blue cruising and yachting will be allowed with some restrictions.</p><p>&nbsp;</p><p><strong>Is a coronavirus test required?</strong></p><p>All travellers are subject to the requirement for a <strong>pre-departure negative PCR test</strong>.</p><p>The test must be taken within <strong>72 hours prior to arrival</strong>.</p><p>Children aged 5 and under are exempted.</p><p>The certificate should be written in English and must include the name and passport number or national identification number of the traveller.</p><p>Upon their arrival, passengers will also be subject to random testing (rapid tests) as per the procedure described in the <a href=""https://travel.gov.gr/#/"" target=""_blank"" rel=""noopener"">Passenger Locator Form</a>. Those entering from Promachonas will also have to take a rapid test for Covid-19 at the entrance checkpoint.</p><p class=""border""><img src=""/static/vaccination-benefits.png"" alt=""vaccination-benefits"" />People who have completed the vaccination within at least 14 days prior to their arrival and who are able to provide the vaccination certificate, <strong>are not required to provide a pre-departure negative PCR test.</strong></p><p>&nbsp;</p><p><strong>Is a quarantine required?</strong></p><p>In case of a positive test result, travellers will be quarantined for at least <strong>10 days&nbsp;</strong>and additional PCR tests will be carried out at the beginning and end of the isolation period.</p><p>&nbsp;</p><p><strong>Mandatory Travel Documentation</strong></p><p>Before entering the country, all travellers must complete a <a href=""https://travel.gov.gr/#/"" target=""_blank"" rel=""noopener"">Passenger Locator Form</a></p><p>&nbsp;</p><p><strong>Find out more:<br /></strong><a href=""https://greecehealthfirst.gr/"" target=""_blank"" rel=""noopener"">Destination Greece. Health first!</a><strong><br /></strong><a href=""https://travel.gov.gr/#/"" target=""_blank"" rel=""noopener"">Travel.gov.gr</a><br /><a href=""https://covid19.gov.gr/rythmiseis-gia-tin-omali-kinisi-ton-epivaton-aktoploias-kata-tis-ores-apagorefsis-kykloforias21-00-05-00/"" target=""_blank"" rel=""noopener"">Arrangements for the smooth movement of coastal passengers during curfew hours</a></p><p>&nbsp;</p>"
